entity_id,type,order_id,payment_id,method,currency,debit_paise,credit_paise,amount_paise,fee_paise,tax_paise,settlement_id,settled_at,settlement_utr,settlement_status,settlement_net_amount_paise,settlement_fee_paise,settlement_tax_paise,settlement_created_at
pay_mpb0z9jafv9z7o,payment,order_gac624ywql0qax,pay_mpb0z9jafv9z7o,upi,INR,0,205600,205600,0,0,"SETL_ppgy8a6b1guo9h ",2025-05-09T05:30:00Z,745065385326,on_hold,3330059,14665,2640,2025-05-09T05:30:00Z
pay_pzy2s9nciqthy3,payment,order_ljlsygm2b7muhu,pay_pzy2s9nciqthy3,upi,INR,0,77800,77800,0,0,setl_ppgy8a6b1guo9h,2025-05-09T05:30:00Z,745065385326,on_hold,3330059,14665,2640,2025-05-09T05:30:00Z
pay_u5x9iomauykae1,payment,order_ml4jkyv35bkdz5,"PAY_U5X9IOMAUYKAE1 ",card,INR,0,221448,226800,4536,816,"SETL_ppgy8a6b1guo9h  ",2025-05-09T05:30:00Z,"745065385326  ",on_hold,3330059,14665,2640,2025-05-09T05:30:00Z
pay_wcj429bxv4u7sg,payment,order_yfb47cqntvy74m,pay_wcj429bxv4u7sg,card,INR,0,67372,69000,1380,248,setl_ppgy8a6b1guo9h,2025-05-09T05:30:00Z,745065385326,on_hold,3330059,14665,2640,2025-05-09T05:30:00Z
pay_yxtzd2eoty4x17,payment,order_gqerkscfafpj49,pay_yxtzd2eoty4x17,upi,INR,0,186200,186200,0,0,setl_ppgy8a6b1guo9h,2025-05-09T05:30:00Z,745065385326,on_hold,3330059,14665,2640,2025-05-09T05:30:00Z
pay_3sj31vbiymu8qr,payment,order_b9johokyxlww5y,pay_3sj31vbiymu8qr,card,INR,0,331293,339300,6786,1221,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_48eblv494y8h8k,payment,order_93rzbwv6gmyxm2,pay_48eblv494y8h8k,upi,INR,0,52900,52900,0,0,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_8zkkkqmx2k2m3w,payment,order_m1xib8iiwcyozo,pay_8zkkkqmx2k2m3w,upi,INR,0,78900,78900,0,0,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_ceam1ztqcmlrxo,payment,order_cb9i88m9zrhfhj,pay_ceam1ztqcmlrxo,upi,INR,0,50400,50400,0,0,"  SETL_7QG64HOU0PRV1C ",2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_he2cdg7orirsil,payment,order_4oxoqaprfrv5gh,pay_he2cdg7orirsil,upi,INR,0,28500,28500,0,0,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_moj7f404r2llqh,payment,order_axkj8ty6v78yvf,pay_moj7f404r2llqh,upi,INR,0,69600,69600,0,0,"  SETL_7QG64HOU0PRV1C ",2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_n1qzy5466420br,payment,order_frbprlljixu8k5,pay_n1qzy5466420br,card,INR,0,9666,9900,198,36,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_qwtuf0yg57knsp,payment,order_9l0pe863hv5yb5,"PAY_qwtuf0yg57knsp  ",upi,INR,0,180100,180100,0,0,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_st8xdioyk6vajm,payment,order_80vfuqt9j0cdpo,pay_st8xdioyk6vajm,upi,INR,0,299700,299700,0,0,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
"PAY_V2DFB01ZGF37B5  ",payment,order_gkitoxb25bx0ah,pay_v2dfb01zgf37b5,netbanking,INR,0,36741,37539,676,122,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
pay_y606929b3dsehy,payment,order_n0dd0xpsi50se1,pay_y606929b3dsehy,upi,INR,0,59100,59100,0,0,setl_7qg64hou0prv1c,2025-05-10T05:30:00Z,405438256496,processed,1196900,7660,1379,2025-05-10T05:30:00Z
"pay_1nuttxaswqdzv5 ",payment,order_8p2wtnzmo1jvoh,pay_1nuttxaswqdzv5,upi,INR,0,19200,19200,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_45atwt50p9olqi,payment,order_2sadbdkddmttag,pay_45atwt50p9olqi,upi,INR,0,43400,43400,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_81x2t2sgcdcjyy,payment,order_eaf7c5psd3cniz,pay_81x2t2sgcdcjyy,upi,INR,0,15500,15500,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_breb0ultmjp9di,payment,order_aoin50sr6rgzl2,pay_breb0ultmjp9di,card,INR,0,65614,67200,1344,242,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_i2qlb3xu1367uq,payment,order_0z46xfrasfzn4g,"  PAY_i2qlb3xu1367uq",card,INR,0,63368,64900,1298,234,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_kdvvd76fa1q6dy,payment,order_zaul9iru723az6,pay_kdvvd76fa1q6dy,upi,INR,0,193300,193300,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_mcsxposfz363mp,payment,order_29ekyvhifxp1xq,pay_mcsxposfz363mp,upi,INR,0,97100,97100,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_tfp2pj7s3fzcd9,payment,order_8pav80fgryriw4,pay_tfp2pj7s3fzcd9,upi,INR,0,2061065,2061065,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,"  233052484403",processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_upomp0cwxx54r2,payment,order_xvc5ywp3ipd7hi,pay_upomp0cwxx54r2,upi,INR,0,9900,9900,0,0,"  setl_6jspyfu044zzg0",2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_veinihfonl8xn4,payment,order_ibk96xa8rzqosv," PAY_veinihfonl8xn4",upi,INR,0,547767,547767,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_vov1zmt7co1uic,payment,order_wf25i3h6h5el4d,pay_vov1zmt7co1uic,upi,INR,0,98700,98700,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_wzfxkuwxt6fyus,payment,order_avb1bj6b652bcg,pay_wzfxkuwxt6fyus,upi,INR,0,12700,12700,0,0,setl_6jspyfu044zzg0,2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
rfnd_cesf40bcv2j3se,refund,order_y99um1p64f4e83,pay_5r2ogzk9fsh5af,,INR,143400,0,143400,0,0,"SETL_6JSPYFU044ZZG0 ",2025-05-11T05:30:00Z,233052484403,processed,3084214,2642,476,2025-05-11T05:30:00Z
pay_3q4ug4m3v9gkhc,payment,order_71xo9nbl7mxtcf,pay_3q4ug4m3v9gkhc,card,INR,0,42766,43800,876,158,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_43vg5m9cjaok1o,payment,order_vs9ujym6rdw3wn,pay_43vg5m9cjaok1o,upi,INR,0,333100,333100,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_5mhi55v7l6w9sy,payment,order_mc3fp0sxglh6li,pay_5mhi55v7l6w9sy,card,INR,0,222522,227900,4558,820,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_5w7dr8u6y3y6st,payment,order_opcbm8u6euwow6,pay_5w7dr8u6y3y6st,wallet,INR,0,14611,15000,330,59,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_6pm1cq84r90k5z,payment,order_tlr66tnj1z1486,pay_6pm1cq84r90k5z,upi,INR,0,42888,42888,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_agctl14ue2orki,payment,order_fawe0t0n4ue0dw,pay_agctl14ue2orki,upi,INR,0,9900,9900,0,0,"setl_p2n6nqmaoruiex  ",2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_e1x657r7u4tcrw,payment,order_z11md5ysardroe,pay_e1x657r7u4tcrw,upi,INR,0,248421,248421,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_g2djaumy88bbmk,payment,order_kr38hgr9pb34l9,pay_g2djaumy88bbmk,card,INR,0,32558,33345,667,120,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_h91gfn0vm0jmf8,payment,order_nb4pw77kga9hjb,pay_h91gfn0vm0jmf8,upi,INR,0,13341,13341,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_hwbjzfgy1k5vp7,payment,order_27f6v8sds8hswg,pay_hwbjzfgy1k5vp7,upi,INR,0,17700,17700,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_ju82j5s9p4hrjs,payment,order_fshrycnlqzxrhr,pay_ju82j5s9p4hrjs,upi,INR,0,18500,18500,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_olfa1nq4fzsqyf,payment,order_1cfvvbv3mlkp4x,"  PAY_OLFA1NQ4FZSQYF  ",upi,INR,0,9900,9900,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_qtnp7r1elkbdub,payment,order_h69w3hfbx71f16,pay_qtnp7r1elkbdub,upi,INR,0,748900,748900,0,0,"  SETL_p2n6nqmaoruiex",2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_s4fscyg62bywe0,payment,order_zo3n531d65bv2f,pay_s4fscyg62bywe0,upi,INR,0,91401,91401,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
pay_sc6d2vmbg56vz6,payment,order_ecdm6z2q5w3xlb,"  PAY_sc6d2vmbg56vz6",upi,INR,0,199900,199900,0,0,setl_p2n6nqmaoruiex,2025-05-12T05:30:00Z,823289948772,processed,2046408,6431,1157,2025-05-12T05:30:00Z
"  PAY_06968KGE8E5EX7 ",payment,order_skddt78w7pitol,pay_06968kge8e5ex7,upi,INR,0,339100,339100,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_07c7cddvfwm3ev,payment,order_hzxkdzijf5rmee,pay_07c7cddvfwm3ev,wallet,INR,0,51819,53200,1170,211,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_0wx2hbiv388mhy,payment,order_lznf4i8cvdab2k,pay_0wx2hbiv388mhy,upi,INR,0,225900,225900,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_9fiie2n73619io,payment,order_2sy9jozpcsz1zd,"  PAY_9FIIE2N73619IO ",upi,INR,0,550400,550400,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
" PAY_a0ok950rdghc8y ",payment,order_ep1j7jdbrn1w9u,pay_a0ok950rdghc8y,card,INR,0,9666,9900,198,36,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_ajzjm0wfce0nya,payment,order_qapn944cwg801p,pay_ajzjm0wfce0nya,card,INR,0,2245544,2299819,45996,8279,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,"  469174013941  ",processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_atz50phact4bjr,payment,order_wnkvmrcxytzihd,pay_atz50phact4bjr,upi,INR,0,50100,50100,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_bcitsqcrj2kyhm,payment,order_k2kvc4rvn05y4q,pay_bcitsqcrj2kyhm,upi,INR,0,94174,94174,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_e4ktium1tjn9ct,payment,order_60hs7yyc78utky,pay_e4ktium1tjn9ct,upi,INR,0,602700,602700,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,"  469174013941",processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_eoy09g0038yrnl,payment," order_561olrjwmgstfs  ",pay_eoy09g0038yrnl,upi,INR,0,71553,71553,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_gccuyzq49ptgsn,payment,order_50sum48b15nzwu,pay_gccuyzq49ptgsn,upi,INR,0,88180,88180,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_netrxqoth6woxi,payment,order_onigb29lf2elw2,pay_netrxqoth6woxi,upi,INR,0,115251,115251,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,"  469174013941 ",processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_qn90pm0kvje4ne,payment,order_vrs0uo9hpbfbem,pay_qn90pm0kvje4ne,card,INR,0,169303,173395,3468,624,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_r7z9v0fr3qpyzh,payment,order_gxf4ytcbes15xy,pay_r7z9v0fr3qpyzh,upi,INR,0,11100,11100,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_rd39hb2zydwmhe,payment,order_cj516nc6be32eo,pay_rd39hb2zydwmhe,upi,INR,0,55900,55900,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_rd7blf3tgrbel3,payment,order_nqtaqlrhj606cp,pay_rd7blf3tgrbel3,upi,INR,0,173400,173400,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_t65yf22kfsx675,payment,order_ulz882gkrf3uzm,pay_t65yf22kfsx675,card,INR,0,38373,39300,786,141," setl_tvu6cgdarlsxxw ",2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_tqjsm6jj3tgzly,payment,order_o0r9v2t7wf56bo,pay_tqjsm6jj3tgzly,netbanking,INR,0,38172,39000,702,126,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_u64srivikaqa4z,payment,order_5tskfa25fff4sd,pay_u64srivikaqa4z,upi,INR,0,9900,9900,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
"  pay_wycxso4xfhvnoj",payment,order_2sv0noupmftkk1,pay_wycxso4xfhvnoj,card,INR,0,126249,129300,2586,465,"  SETL_tvu6cgdarlsxxw",2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
"rfnd_y9bdln1l67wz6b  ",refund,order_cly4fk9g0k7tzg,pay_ymfzqvceyghd0h,,INR,573317,0,573317,0,0,setl_tvu6cgdarlsxxw,2025-05-13T05:30:00Z,469174013941,processed,4493467,54906,9882,2025-05-13T05:30:00Z
pay_0713kwwyhmy02k,payment,order_2g62j992novhy9,pay_0713kwwyhmy02k,netbanking,INR,0,774297,791100,14240,2563,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_2zk79ffyli0k7h,payment,order_3o47kdw9d5ukp7,pay_2zk79ffyli0k7h,card,INR,0,413505,423500,8470,1525,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_7ymrjoa9rdaiy3,payment,order_jp8cue1t6i3bx8,pay_7ymrjoa9rdaiy3,upi,INR,0,277604,277604,0,0,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_9f93lrvhiv8vgy,payment,order_wu33sgeeim170q,pay_9f93lrvhiv8vgy,wallet,INR,0,38766,39800,876,158,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_9h7ssp4psimgn3,payment,order_c5l1g0oze5qo1m,pay_9h7ssp4psimgn3,netbanking,INR,0,94940,97000,1746,314,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_d82qoetn2ai6k1,payment,order_gt4c00w0q7ik9r,pay_d82qoetn2ai6k1,upi,INR,0,64400,64400,0,0,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,"  125164094409 ",processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_elcto6lmcevvxq,payment,order_wuw1umb3mr7jph,pay_elcto6lmcevvxq,upi,INR,0,229700,229700,0,0,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_gsv9yrhtoozga8,payment,order_pomo081gw1zv4f,pay_gsv9yrhtoozga8,card,INR,0,587714,601919,12038,2167,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_hromsqcr0eakip,payment,"  order_jyrr9tc6sxeft9  ",pay_hromsqcr0eakip,upi,INR,0,30700,30700,0,0,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_k23w1an58sdmu1,payment,ORDER_DKGVUSJ50PYTPF,pay_k23w1an58sdmu1,upi,INR,0,52053,52300,209,38,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_pv0tvvpcqirp9e,payment,order_68oaioyn543yrk,pay_pv0tvvpcqirp9e,upi,INR,0,55600,55600,0,0,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_re3idekkuziimj,payment,order_pe9liubyfejzx9,pay_re3idekkuziimj,upi,INR,0,224500,224500,0,0,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z," 125164094409 ",processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_srvd2y7ecbmii9,payment,order_bjzj4w65mdwirk,pay_srvd2y7ecbmii9,upi,INR,0,109900,109900,0,0,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_taji4x0tzedqjw,payment,order_8vbjiusw40vde2,pay_taji4x0tzedqjw,upi,INR,0,134900,134900,0,0,setl_g8jq4i4igs8eyr,2025-05-14T05:30:00Z,125164094409,processed,3088579,37579,6765,2025-05-14T05:30:00Z
pay_5xjvlkqr48bko3,payment,order_gppef8srza1m4y,pay_5xjvlkqr48bko3,netbanking,INR,0,37682,38500,693,125,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_63qtghcjdmetfj,payment,order_f4xk8ustssg5n0,pay_63qtghcjdmetfj,upi,INR,0,95200,95200,0,0,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_79aim98ks2l25m,payment,order_f0x928lc86oxbx," PAY_79AIM98KS2L25M",upi,INR,0,39700,39700,0,0,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_90mlm41atc8cme,payment,order_oh2umjhpvk8eqx,pay_90mlm41atc8cme,netbanking,INR,0,54225,55401,997,179,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_ble3hp1tam0ltl,payment,order_oipcjgc2x42hce,pay_ble3hp1tam0ltl,wallet,INR,0,91268,93700,2061,371,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_c8mpb1jaufygjl,payment,order_68z3y673m4t4xt,pay_c8mpb1jaufygjl,wallet,INR,0,169108,173616,3820,688,"  SETL_ZYBDW6ZWHF7144 ",2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
"PAY_g9bwyy6rkhctib ",payment,order_94t604cjxtyq4q,pay_g9bwyy6rkhctib,upi,INR,0,9900,9900,0,0,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,"  298423060059 ",processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_i6wm51z13gbquk,payment,order_nm21twpg4qnwco,pay_i6wm51z13gbquk,card,INR,0,27242,27900,558,100,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_kq2991tis0497s,payment,order_n8t0sktvqox62v,pay_kq2991tis0497s,upi,INR,0,99900,99900,0,0,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_lar2pmkntzc1vb,payment,order_b3bqjkmfn7dac8,pay_lar2pmkntzc1vb,card,INR,0,29292,30000,600,108,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_pqzx80kk62g6tz,payment,order_d9cqnsuos7cspe,pay_pqzx80kk62g6tz,upi,INR,0,29334,29334,0,0,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_qf45tw26lfrmzs,payment,order_iidcgq2bzbw2kf,pay_qf45tw26lfrmzs,card,INR,0,42571,43600,872,157,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_rjjvp3v5ci3zzh,payment,order_teeikgn1gnkl9d,pay_rjjvp3v5ci3zzh,card,INR,0,10447,10700,214,39,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_vgx3av4u3gnjbb,payment,order_tlfef5ggdc1ovl,pay_vgx3av4u3gnjbb,upi,INR,0,16317,16317,0,0,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_yt0ayqhqazfo7g,payment,order_o8derneercuhbs,pay_yt0ayqhqazfo7g,upi,INR,0,116400,116400,0,0,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,298423060059,processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_ywxnl753yc3m3n,payment,order_ij691ocofbr9k2,pay_ywxnl753yc3m3n,upi,INR,0,76603,76603,0,0,setl_zybdw6zwhf7144,2025-05-15T05:30:00Z,"  298423060059  ",processed,945189,9815,1767,2025-05-15T05:30:00Z
pay_1lxrsxlgvywyoa,payment,order_7ga0e4zidhnz58,pay_1lxrsxlgvywyoa,card,INR,0,63075,64600,1292,233,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_3p40n89g9tajbu,payment,order_0jn0o9qt7tlffn,pay_3p40n89g9tajbu,wallet,INR,0,49163,50473,1110,200,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_6vhwzew5ads6oi,payment,order_owvucnzkj1wbph,pay_6vhwzew5ads6oi,upi,INR,0,24500,24500,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_6yy5d6591hmvrm,payment,order_8mrpcoyhsjrhbs,pay_6yy5d6591hmvrm,upi,INR,0,84269,84269,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_7p7edamrw6cz7k,payment,order_ixhk04shkkcxyy,pay_7p7edamrw6cz7k,netbanking,INR,0,2059213,2103900,37870,6817,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z," 854852179048 ",processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_84pdck7m6jh6fd,payment,order_vrford4av2wzo9,pay_84pdck7m6jh6fd,upi,INR,0,155300,155300,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_8mupva7d4y3759,payment,"  order_atd7f6epuod0zh  ",pay_8mupva7d4y3759,upi,INR,0,71389,71389,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_8topdi43ii7zh0,payment,order_8vqwzzqal8v3wr,pay_8topdi43ii7zh0,upi,INR,0,49900,49900,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_9fnkphyrbi95y6,payment," ORDEr_llj0htaptq1ro2  ",pay_9fnkphyrbi95y6,netbanking,INR,0,60650,61966,1115,201,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
